level_0,index,tweet_id,timestamp,source_x,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,followers_count,friends_count,source_y,retweeted_status,url
387,470,816816676327063552,2017-01-05 01:20:46,Twitter for iPhone,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,https://twitter.com/dog_rates/status/816816676327063552/photo/1,12,10,Timber,None,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,1.0,malamute,0.668164,True,pembroke,0.105033,True,siberian_husky,0.077875,True,10669,2227,7556232,12,Twitter for iPhone,Original tweet,https://t.co/dVVavqpeF9
388,471,816697700272001025,2017-01-04 17:27:59,Twitter for iPhone,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,"https://twitter.com/dog_rates/status/816697700272001025/photo/1,https://twitter.com/dog_rates/status/816697700272001025/photo/1",12,10,Binky,None,https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,1.0,chihuahua,0.756992,True,pomeranian,0.0528495,True,maltese_dog,0.047607800000000006,True,10462,2421,7556232,12,Twitter for iPhone,Original tweet,https://t.co/WFt82XLyEF
389,472,816450570814898180,2017-01-04 01:05:59,Twitter for iPhone,Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i70k,"https://twitter.com/dog_rates/status/816450570814898180/photo/1,https://twitter.com/dog_rates/status/816450570814898180/photo/1",13,10,Moose,None,https://pbs.twimg.com/media/C1SddosXUAQcVR1.jpg,1.0,web_site,0.35285700000000003,False,envelope,0.0601072,False,nail,0.0312909,False,32634,8882,7556232,12,Twitter for iPhone,Original tweet,https://t.co/LIhmM7i70k
390,473,816336735214911488,2017-01-03 17:33:39,Twitter for iPhone,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,https://twitter.com/dog_rates/status/816336735214911488/photo/1,11,10,Dudley,None,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,1.0,labrador_retriever,0.91933,True,kuvasz,0.0494795,True,golden_retriever,0.0119342,True,9174,2140,7556232,12,Twitter for iPhone,Original tweet,https://t.co/nuJxtmlLcY
391,474,816091915477250048,2017-01-03 01:20:49,Twitter for iPhone,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,"https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1",12,10,Comet,None,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,3.0,pomeranian,0.967345,True,samoyed,0.00739748,True,papillon,0.0060165,True,9533,2363,7556232,12,Twitter for iPhone,Original tweet,https://t.co/tlfuZ25IMi
392,477,815990720817401858,2017-01-02 18:38:42,Twitter for iPhone,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p","https://www.gofundme.com/surgeryforjacktheminpin,https://twitter.com/dog_rates/status/815990720817401858/photo/1",11,10,Jack,None,https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg,1.0,chihuahua,0.428756,True,miniature_pinscher,0.103912,True,staffordshire_bullterrier,0.0889587,True,5339,1140,7556232,12,Twitter for iPhone,Original tweet,https://t.co/bcVPkqufuu
393,478,815966073409433600,2017-01-02 17:00:46,Twitter for iPhone,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,https://twitter.com/dog_rates/status/815966073409433600/video/1,13,10,None,pupper,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1.0,tibetan_mastiff,0.506312,True,tibetan_terrier,0.29569,True,otterhound,0.0362507,True,23967,9298,7556232,12,Twitter for iPhone,Original tweet,https://t.co/MiMKtsLN6k
394,480,815736392542261248,2017-01-02 01:48:06,Twitter for iPhone,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,"https://twitter.com/dog_rates/status/815736392542261248/photo/1,https://twitter.com/dog_rates/status/815736392542261248/photo/1,https://twitter.com/dog_rates/status/815736392542261248/photo/1,https://twitter.com/dog_rates/status/815736392542261248/photo/1",11,10,Akumi,None,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,3.0,border_collie,0.5489069999999999,True,cardigan,0.17852300000000002,True,collie,0.146351,True,10515,2492,7556232,12,Twitter for iPhone,Original tweet,https://t.co/gd9UlLOCQ0
395,481,815639385530101762,2017-01-01 19:22:38,Twitter for iPhone,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy,https://twitter.com/dog_rates/status/815639385530101762/photo/1,12,10,Titan,None,https://pbs.twimg.com/media/C1G7sXyWIAA10eH.jpg,1.0,german_shepherd,0.8179529999999999,True,norwegian_elkhound,0.140007,True,malinois,0.0248209,True,8774,1801,7556232,12,Twitter for iPhone,Original tweet,https://t.co/bLZuOh9sKy
396,482,815390420867969024,2017-01-01 02:53:20,Twitter for iPhone,Happy New Year from the squad! 13/10 for all https://t.co/9njRxyUd5L,https://twitter.com/dog_rates/status/815390420867969024/photo/1,13,10,None,None,https://pbs.twimg.com/media/C1DZQiTXgAUqgRI.jpg,1.0,restaurant,0.279846,False,toyshop,0.0914294,False,paper_towel,0.0461474,False,11059,4171,7556232,12,Twitter for iPhone,Original tweet,https://t.co/9njRxyUd5L
397,483,814986499976527872,2016-12-31 00:08:17,Twitter for iPhone,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,https://twitter.com/dog_rates/status/814986499976527872/photo/1,11,10,Cooper,pupper,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1.0,dalmatian,0.999828,True,boxer,6.78061e-05,True,american_staffordshire_terrier,3.42436e-05,True,8156,1419,7556232,12,Twitter for iPhone,Original tweet,https://t.co/01vpuRDXQ8
398,484,814638523311648768,2016-12-30 01:05:33,Twitter for iPhone,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv,"https://twitter.com/dog_rates/status/814638523311648768/photo/1,https://twitter.com/dog_rates/status/814638523311648768/photo/1,https://twitter.com/dog_rates/status/814638523311648768/photo/1",12,10,Olivia,None,https://pbs.twimg.com/media/C04taUjWIAA6Mo4.jpg,2.0,golden_retriever,0.650814,True,kuvasz,0.053281,True,cocker_spaniel,0.035439599999999995,True,12043,2967,7556232,12,Twitter for iPhone,Original tweet,https://t.co/0LdNjoiNbv
399,486,814530161257443328,2016-12-29 17:54:58,Twitter for iPhone,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G,https://twitter.com/dog_rates/status/814530161257443328/photo/1,12,10,Alf,None,https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg,1.0,miniature_poodle,0.626913,True,toy_poodle,0.26558200000000004,True,soft-coated_wheaten_terrier,0.0416142,True,9261,2033,7556232,12,Twitter for iPhone,Original tweet,https://t.co/IOdgfnSE9G
400,487,814153002265309185,2016-12-28 16:56:16,Twitter for iPhone,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J,https://twitter.com/dog_rates/status/814153002265309185/photo/1,12,10,Oshie,None,https://pbs.twimg.com/media/C0xz04SVIAAeyDb.jpg,1.0,golden_retriever,0.490068,True,labrador_retriever,0.291956,True,chow,0.07247469999999999,True,30751,9525,7556232,12,Twitter for iPhone,Original tweet,https://t.co/YIJo7X7K9J
401,489,813910438903693312,2016-12-28 00:52:25,Twitter for iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://twitter.com/dog_rates/status/813910438903693312/photo/1,11,10,Chubbs,doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1.0,siberian_husky,0.6993550000000001,True,eskimo_dog,0.256433,True,norwegian_elkhound,0.0131888,True,9931,2064,7556232,12,Twitter for iPhone,Original tweet,https://t.co/z1VRj1cYZf
402,490,813812741911748608,2016-12-27 18:24:12,Twitter for iPhone,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP https://t.co/uBnQTNEeGg","https://twitter.com/dog_rates/status/813812741911748608/photo/1,https://twitter.com/dog_rates/status/813812741911748608/photo/1,https://twitter.com/dog_rates/status/813812741911748608/photo/1",14,10,Gary,None,https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg,1.0,french_bulldog,0.709146,True,boston_bull,0.247621,True,boxer,0.0188551,True,38845,15355,7556232,12,Twitter for iPhone,Original tweet,https://t.co/2LqNkbHRgt
403,491,813800681631023104,2016-12-27 17:36:16,Twitter for iPhone,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1,https://twitter.com/dog_rates/status/813800681631023104/photo/1,12,10,Sky,None,https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg,1.0,malamute,0.501159,True,siberian_husky,0.228792,True,eskimo_dog,0.200388,True,8915,1923,7556232,12,Twitter for iPhone,Original tweet,https://t.co/OuaVvVkwJ1
404,492,813217897535406080,2016-12-26 03:00:30,Twitter for iPhone,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81,"https://twitter.com/dog_rates/status/813217897535406080/photo/1,https://twitter.com/dog_rates/status/813217897535406080/photo/1,https://twitter.com/dog_rates/status/813217897535406080/photo/1,https://twitter.com/dog_rates/status/813217897535406080/photo/1",13,10,Atlas,None,https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg,1.0,samoyed,0.905972,True,pomeranian,0.048038300000000006,True,west_highland_white_terrier,0.0356671,True,19969,8003,7556232,12,Twitter for iPhone,Original tweet,https://t.co/DVYIZOnO81
405,493,813202720496779264,2016-12-26 02:00:11,Twitter for iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,https://twitter.com/dog_rates/status/813202720496779264/photo/1,11,10,None,doggo,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1.0,cocker_spaniel,0.701852,True,golden_retriever,0.120345,True,labrador_retriever,0.0363202,True,9809,1970,7556232,12,Twitter for iPhone,Original tweet,https://t.co/cD967DjnIn
406,494,813187593374461952,2016-12-26 01:00:05,Twitter for iPhone,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ,https://twitter.com/dog_rates/status/813187593374461952/photo/1,13,10,None,None,https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg,1.0,golden_retriever,0.888181,True,labrador_retriever,0.0423119,True,saluki,0.00970173,True,21205,4788,7556232,12,Twitter for iPhone,Original tweet,https://t.co/rvSANEsQZJ
407,495,813172488309972993,2016-12-26 00:00:03,Twitter for iPhone,This is Eleanor. She winks like she knows many things that you don't. 12/10 https://t.co/bxGwkJa2kE,https://twitter.com/dog_rates/status/813172488309972993/photo/1,12,10,Eleanor,None,https://pbs.twimg.com/media/C0j4EESUsAABtMq.jpg,1.0,doormat,0.954844,False,golden_retriever,0.0261931,True,cocker_spaniel,0.00438598,True,9967,2098,7556232,12,Twitter for iPhone,Original tweet,https://t.co/bxGwkJa2kE
408,496,813157409116065792,2016-12-25 23:00:08,Twitter for iPhone,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV,"https://twitter.com/dog_rates/status/813157409116065792/photo/1,https://twitter.com/dog_rates/status/813157409116065792/photo/1,https://twitter.com/dog_rates/status/813157409116065792/photo/1,https://twitter.com/dog_rates/status/813157409116065792/photo/1",12,10,Layla,None,https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg,2.0,siamese_cat,0.8439110000000001,False,pembroke,0.07056710000000001,True,cardigan,0.041916,True,8291,2431,7556232,12,Twitter for iPhone,Original tweet,https://t.co/hwhCbhCjnV
409,497,813142292504645637,2016-12-25 22:00:04,Twitter for iPhone,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 https://t.co/KK4XQK9SPi,"https://twitter.com/dog_rates/status/813142292504645637/photo/1,https://twitter.com/dog_rates/status/813142292504645637/photo/1,https://twitter.com/dog_rates/status/813142292504645637/photo/1",13,10,None,None,https://pbs.twimg.com/media/C0jcmOKVQAAd0VR.jpg,3.0,beagle,0.848735,True,ibizan_hound,0.0446025,True,italian_greyhound,0.0186108,True,9007,2587,7556232,12,Twitter for iPhone,Original tweet,https://t.co/KK4XQK9SPi
410,498,813130366689148928,2016-12-25 21:12:41,Twitter for iPhone,I've been informed by multiple sources that this is actually a dog elf who's tired from helping Santa all night. Pupgraded to 12/10,https://twitter.com/dog_rates/status/813130366689148928,12,10,None,None,,,,,,,,,,,,4777,486,7556232,12,Twitter for iPhone,Original tweet,0
411,499,813127251579564032,2016-12-25 21:00:18,Twitter for iPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,"https://twitter.com/dog_rates/status/813127251579564032/photo/1,https://twitter.com/dog_rates/status/813127251579564032/photo/1",11,10,None,doggo,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1.0,norwegian_elkhound,0.432416,True,whippet,0.374223,True,siberian_husky,0.032462599999999994,True,12682,3429,7556232,12,Twitter for iPhone,Original tweet,https://t.co/BzITyGw3JA
412,500,813112105746448384,2016-12-25 20:00:07,Twitter for iPhone,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq,https://twitter.com/dog_rates/status/813112105746448384/photo/1,12,10,Toby,None,https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg,1.0,dingo,0.287369,False,pembroke,0.140682,True,basenji,0.0908189,True,11037,3023,7556232,12,Twitter for iPhone,Original tweet,https://t.co/zfdaGZlweq
413,501,813096984823349248,2016-12-25 19:00:02,Twitter for iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,https://twitter.com/dog_rates/status/813096984823349248/photo/1,11,10,Rocky,doggo,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1.0,great_dane,0.128056,True,boston_bull,0.117003,True,kelpie,0.08696430000000001,True,11262,3952,7556232,12,Twitter for iPhone,Original tweet,https://t.co/soNL00XWVu
414,502,813081950185472002,2016-12-25 18:00:17,Twitter for iPhone,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly https://t.co/PjulYEXTvg,"https://twitter.com/dog_rates/status/813081950185472002/photo/1,https://twitter.com/dog_rates/status/813081950185472002/photo/1",11,10,Baron,None,https://pbs.twimg.com/media/C0ilsa1XUAEHK_k.jpg,2.0,doberman,0.909951,True,kelpie,0.0426494,True,miniature_pinscher,0.0230041,True,10563,3037,7556232,12,Twitter for iPhone,Original tweet,https://t.co/PjulYEXTvg
415,503,813066809284972545,2016-12-25 17:00:08,Twitter for iPhone,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup https://t.co/syuTXARdtN,https://twitter.com/dog_rates/status/813066809284972545/photo/1,12,10,Tyr,None,https://pbs.twimg.com/media/C0iX8OOVEAEIpMC.jpg,1.0,toy_terrier,0.7764,True,pembroke,0.115034,True,basenji,0.048873,True,8516,2136,7556232,12,Twitter for iPhone,Original tweet,https://t.co/syuTXARdtN
416,504,813051746834595840,2016-12-25 16:00:16,Twitter for iPhone,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl,https://twitter.com/dog_rates/status/813051746834595840/photo/1,13,10,Bauer,None,https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg,1.0,golden_retriever,0.914804,True,labrador_retriever,0.08355,True,kuvasz,0.000453224,True,22430,8044,7556232,12,Twitter for iPhone,Original tweet,https://t.co/AIMF8ouzvl
417,505,812781120811126785,2016-12-24 22:04:54,Twitter for iPhone,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG,"https://twitter.com/dog_rates/status/812781120811126785/photo/1,https://twitter.com/dog_rates/status/812781120811126785/photo/1,https://twitter.com/dog_rates/status/812781120811126785/photo/1",10,10,Swagger,None,https://pbs.twimg.com/media/C0eUHfWUAAANEYr.jpg,1.0,bull_mastiff,0.989316,True,boxer,0.00704296,True,french_bulldog,0.00173961,True,8106,2096,7556232,12,Twitter for iPhone,Original tweet,https://t.co/lXFM1l22bG
418,507,812709060537683968,2016-12-24 17:18:34,Twitter for iPhone,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp,https://twitter.com/dog_rates/status/812709060537683968/photo/1,12,10,Brandi,None,https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg,1.0,irish_setter,0.326873,True,golden_retriever,0.18261,True,leonberg,0.156912,True,7091,1569,7556232,12,Twitter for iPhone,Original tweet,https://t.co/AbBDuGZUpp
419,508,812503143955202048,2016-12-24 03:40:19,Twitter for iPhone,"I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new family 
https://t.co/LRCTJpnCnS https://t.co/wZz7fI6XO1","https://m.facebook.com/story.php?story_fbid=1888712391349242&id=1506300642923754&refsrc=http%3A%2F%2Ft.co%2FURVffYPPjY&_rdr,https://twitter.com/dog_rates/status/812503143955202048/photo/1,https://twitter.com/dog_rates/status/812503143955202048/photo/1",13,10,None,None,https://pbs.twimg.com/media/C0aXTLqXEAADxBi.jpg,2.0,loupe,0.546856,False,web_site,0.345298,False,bubble,0.0105279,False,6498,1337,7556232,12,Twitter for iPhone,Original tweet,https://t.co/MCFrxiC7NZ
420,509,812466873996607488,2016-12-24 01:16:12,Twitter for iPhone,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux,https://twitter.com/dog_rates/status/812466873996607488/photo/1,12,10,Mary,None,https://pbs.twimg.com/media/C0Z2T_GWgAAxbL9.jpg,1.0,bath_towel,0.0998035,False,pillow,0.0923181,False,great_dane,0.0782055,True,8551,2114,7556232,12,Twitter for iPhone,Original tweet,https://t.co/BAJrfPvtux
421,510,812372279581671427,2016-12-23 19:00:19,Twitter for iPhone,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT,"https://twitter.com/dog_rates/status/812372279581671427/photo/1,https://twitter.com/dog_rates/status/812372279581671427/photo/1",13,10,Moe,None,https://pbs.twimg.com/media/C0YgO3DW8AAz98O.jpg,2.0,golden_retriever,0.7848729999999999,True,cocker_spaniel,0.08778810000000001,True,labrador_retriever,0.0832747,True,14662,4022,7556232,12,Twitter for iPhone,Original tweet,https://t.co/gCnAeL2mvT
422,511,811985624773361665,2016-12-22 17:23:53,Twitter for iPhone,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared https://t.co/sIB5C6FDop,https://twitter.com/dog_rates/status/811985624773361665/photo/1,11,10,Ted,None,https://pbs.twimg.com/media/C0TAnZIUAAAADKs.jpg,1.0,staffordshire_bullterrier,0.6105729999999999,True,french_bulldog,0.159935,True,doormat,0.0586721,False,7775,1542,7556232,12,Twitter for iPhone,Original tweet,https://t.co/sIB5C6FDop
423,512,811744202451197953,2016-12-22 01:24:33,Twitter for iPhone,This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6,https://twitter.com/dog_rates/status/811744202451197953/photo/1,13,10,Halo,None,https://pbs.twimg.com/media/C0PlCQjXAAA9TIh.jpg,1.0,pekinese,0.386082,True,labrador_retriever,0.202862,True,golden_retriever,0.170487,True,8074,1766,7556232,12,Twitter for iPhone,Original tweet,https://t.co/TZkiQZqwA6
424,513,811647686436880384,2016-12-21 19:01:02,Twitter for iPhone,PUPDATE: I've been informed that Augie was actually bringing his family these flowers when he tripped. Very good boy. Pupgraded to 11/10,https://twitter.com/dog_rates/status/811647686436880384,11,10,None,None,,,,,,,,,,,,5972,812,7556232,12,Twitter for iPhone,Original tweet,0
425,514,811627233043480576,2016-12-21 17:39:46,Twitter for iPhone,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,https://twitter.com/dog_rates/status/811627233043480576/photo/1,10,10,Augie,None,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,1.0,beagle,0.39628,True,pembroke,0.049561900000000006,True,wire-haired_fox_terrier,0.046349199999999986,True,13674,3429,7556232,12,Twitter for iPhone,Original tweet,https://t.co/IU8S0n4oxn
426,515,811386762094317568,2016-12-21 01:44:13,Twitter for iPhone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,https://twitter.com/dog_rates/status/811386762094317568/photo/1,11,10,Craig,pupper,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,1.0,pembroke,0.804177,True,cardigan,0.18989,True,beagle,0.00196475,True,22375,7021,7556232,12,Twitter for iPhone,Original tweet,https://t.co/aAUXzoxaBy
427,517,810896069567610880,2016-12-19 17:14:23,Twitter for iPhone,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV","https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1",11,10,Hunter,None,https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg,1.0,flat-coated_retriever,0.8208040000000001,True,labrador_retriever,0.08231820000000001,True,curly-coated_retriever,0.0674605,True,9686,1961,7556232,12,Twitter for iPhone,Original tweet,https://t.co/PqJcGVZBx9
428,518,810657578271330305,2016-12-19 01:26:42,Twitter for iPhone,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue https://t.co/MXd0AGDsRJ,https://twitter.com/dog_rates/status/810657578271330305/photo/1,11,10,Pavlov,None,https://pbs.twimg.com/media/C0AIwgVXAAAc1Ig.jpg,1.0,malamute,0.753521,True,siberian_husky,0.166151,True,eskimo_dog,0.0698108,True,11744,2906,7556232,12,Twitter for iPhone,Original tweet,https://t.co/MXd0AGDsRJ
429,519,810284430598270976,2016-12-18 00:43:57,Twitter for iPhone,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,"https://twitter.com/dog_rates/status/810284430598270976/photo/1,https://twitter.com/dog_rates/status/810284430598270976/photo/1",13,10,Phil,None,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,1.0,malamute,0.620768,True,eskimo_dog,0.158395,True,tibetan_mastiff,0.028961700000000007,True,37927,12517,7556232,12,Twitter for iPhone,Original tweet,https://t.co/9p6ECXJMMu
430,520,810254108431155201,2016-12-17 22:43:27,Twitter for iPhone,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb",https://twitter.com/dog_rates/status/810254108431155201/photo/1,12,10,Gus,None,https://pbs.twimg.com/media/Cz6Z0DgWIAAfdvp.jpg,1.0,staffordshire_bullterrier,0.292556,True,american_staffordshire_terrier,0.261233,True,border_terrier,0.0623754,True,15724,3682,7556232,12,Twitter for iPhone,Original tweet,https://t.co/ElJPHbfSMy
431,521,809920764300447744,2016-12-17 00:38:52,Twitter for iPhone,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo",https://twitter.com/dog_rates/status/809920764300447744/photo/1,10,10,None,None,https://pbs.twimg.com/media/Cz1qo05XUAQ4qXp.jpg,1.0,norwich_terrier,0.397163,True,toy_poodle,0.27454,True,miniature_poodle,0.134667,True,16588,4287,7556233,12,Twitter for iPhone,Original tweet,https://t.co/HIraYS1Bzo
432,523,809448704142938112,2016-12-15 17:23:04,Twitter for iPhone,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo",https://twitter.com/dog_rates/status/809448704142938112/photo/1,12,10,None,None,https://pbs.twimg.com/media/Czu9RiwVEAA_Okk.jpg,1.0,greater_swiss_mountain_dog,0.375415,True,cardigan,0.13431700000000002,True,english_springer,0.0736971,True,7418,1612,7556233,12,Twitter for iPhone,Original tweet,https://t.co/EMdnCugNbo
433,524,809220051211603969,2016-12-15 02:14:29,Twitter for iPhone,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p,"https://twitter.com/dog_rates/status/809220051211603969/photo/1,https://twitter.com/dog_rates/status/809220051211603969/photo/1",12,10,Kyro,None,https://pbs.twimg.com/media/CzrtWDbWEAAmIhy.jpg,1.0,pomeranian,0.8195110000000001,True,samoyed,0.141241,True,pembroke,0.013455200000000002,True,21337,6169,7556233,12,Twitter for iPhone,Original tweet,https://t.co/2JjYys5zMP
434,525,809084759137812480,2016-12-14 17:16:53,Twitter for iPhone,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h",https://twitter.com/dog_rates/status/809084759137812480/photo/1,11,10,Wallace,None,https://pbs.twimg.com/media/CzpyM41UoAE1b2w.jpg,1.0,vizsla,0.911412,True,bloodhound,0.017133900000000004,True,labrador_retriever,0.011761,True,14159,3850,7556233,12,Twitter for iPhone,Original tweet,https://t.co/ySn6zB6mwQ
435,526,808838249661788160,2016-12-14 00:57:20,Twitter for iPhone,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,https://twitter.com/dog_rates/status/808838249661788160/photo/1,13,10,Ito,None,https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,1.0,rottweiler,0.36953,True,miniature_pinscher,0.194867,True,kelpie,0.160104,True,10823,3339,7556233,12,Twitter for iPhone,Original tweet,https://t.co/Zrrcw29o13
436,527,808733504066486276,2016-12-13 18:01:07,Twitter for iPhone,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD,https://twitter.com/dog_rates/status/808733504066486276/photo/1,12,10,None,pupper,https://pbs.twimg.com/media/Czky0v9VIAEXRkd.jpg,1.0,seat_belt,0.779137,False,toy_poodle,0.0369271,True,golden_retriever,0.016972499999999998,True,8467,2385,7556233,12,Twitter for iPhone,Original tweet,https://t.co/xQfrbNK3HD
437,528,808501579447930884,2016-12-13 02:39:32,Twitter for iPhone,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px,"https://twitter.com/dog_rates/status/808501579447930884/photo/1,https://twitter.com/dog_rates/status/808501579447930884/photo/1",12,10,Koda,None,https://pbs.twimg.com/media/Czhf4XtVQAAIqpd.jpg,2.0,airedale,0.4542390000000001,True,cocker_spaniel,0.219323,True,irish_terrier,0.093193,True,12084,2859,7556233,12,Twitter for iPhone,Original tweet,https://t.co/SQhyqrr8px
